,parent,node,branch.length,label,vesicle.x,nt.x,region.x,vesicle.y,nt.y,region.y,vesicle,nt,region,label.order
401,334,401,1.05365091343562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,370,402,6.42131333157026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,370,403,5.57909066600155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,374,404,4.64939613097367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,374,405,2.31806217034521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,376,406,4.89814241320204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,376,407,0.520124615087268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,394,408,4.82296764649941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,362,409,1.41543494821748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,369,410,2.05205229015653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,399,411,3.43968900434613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,399,412,0.678607769568316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,400,413,2.71651775038062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,407,414,2.60739372079786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,407,415,2.06722087726092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,389,416,4.50713307642415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,389,417,2.61355496595722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,401,418,4.93101184193157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,401,419,4.09057973223262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,381,420,1.63265050684528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,381,421,1.58987871026624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,392,422,4.24123441811467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,392,423,2.73336969307947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,385,424,0.479566622934674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,386,425,3.40970742282304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,412,426,1.30970766969048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,348,427,0.982681396032311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,378,428,3.52249849462101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,378,429,2.23913828359628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,424,430,0.725697412569148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,409,431,2.61915781502865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,427,432,4.10512830144992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,427,433,3.99794397971795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,393,434,3.29039702774793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,393,435,1.05929991796046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,430,436,2.68189309434608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,373,437,3.13701570493574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,373,438,0.873098301181109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,405,439,3.46550803702811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,405,440,0.670462545252175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,426,441,2.81345072458015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,410,442,4.18324478750489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,421,443,0.458037601414183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,420,444,2.34061246493166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,420,445,1.27278391942103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,415,446,2.11373659169636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,415,447,0.621641162152458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,357,448,1.54127934762577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,396,449,1.29147987205065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,396,450,1.03357385327145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,440,451,1.06388252897525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,443,452,3.22161506484203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,443,453,2.82458727956927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,365,454,0.811564965595189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,438,455,2.97977238968367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,438,456,0.866498787698474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,417,457,1.97273331336533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,417,458,1.42761963716521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,435,459,1.03710242134973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,447,460,0.491788131728095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,413,461,2.51272818186178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,413,462,0.200384047016118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,338,463,1.07430004965591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,462,464,2.65420704719871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,462,465,1.77782880851233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,429,466,1.56539846975363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,460,467,2.54187818554117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,460,468,0.065784183109121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,423,469,2.06729924627016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,468,470,1.06876778035614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,411,471,1.56386017390558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,454,472,0.60901693337245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,445,473,2.03002959579568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,450,474,0.952130868760929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,451,475,1.13157281285182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,456,476,2.56072092975757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,456,477,1.70326572829397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,391,478,2.20124436808782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,449,479,1.80090324367373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,459,480,1.92027026226201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,459,481,0.39395645432474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,463,482,2.11245366721539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,463,483,0.459898882204596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,431,484,2.0267636944352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,448,485,1.3390415347672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,472,486,0.726786102746137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,425,487,1.4423290658634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,395,488,1.23804851582574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,395,489,0.288078216829214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,404,490,0.330649351141791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,446,491,1.13728248912184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,489,492,1.71963815713904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,489,493,1.62389261729834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,483,494,0.329892023649427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,470,495,1.18125029978398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,470,496,0.804252324534229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,419,497,1.32256699426439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,436,498,1.57839856025915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,436,499,0.641429748370356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,474,500,1.46038035021955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,474,501,1.3990228134363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,406,502,1.59259309072752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,406,503,1.09959136724118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,444,504,1.33473051988043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,444,505,0.862989281277389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,380,506,1.11346879256028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,490,507,0.929044044737473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,490,508,0.73355621755085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,428,509,1.3867994344278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,428,510,0.815212798923327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,416,511,1.50747053528624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,371,512,0.96066681595887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,371,513,0.676530498660995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,475,514,1.4572109704517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,475,515,1.09864602188888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,486,516,0.583635487903737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,494,517,0.92498264841903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,441,518,1.17699414311818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,441,519,0.533148793042673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,465,520,0.494487252975989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,422,521,0.99395808374069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,471,522,1.0276336924098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,437,523,0.900926483188036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,437,524,0.796335117351264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,403,525,1.02967671268527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,403,526,0.519658786174343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,499,527,0.670387664398361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,499,528,0.379114605481598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,496,529,0.264863816444932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,508,530,0.399492583273715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,398,531,0.936827075492158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,398,532,0.680733550504162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,520,533,0.423478036999595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,519,534,0.821821386364683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,477,535,0.613870435359983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,477,536,0.210716623198295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,418,537,0.408155118320196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,516,538,0.457900964613387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,516,539,0.165783623056499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,513,540,0.591365228947222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,439,541,0.647269552227177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,439,542,0.435184156388556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,461,543,0.745784261186836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,461,544,0.33879814519812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,488,545,0.759511843591197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,485,546,0.670674387276049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,485,547,0.665349580721545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,469,548,0.635371734728364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,469,549,0.601328049481003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,510,550,0.794160162495761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,510,551,0.617485303035104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,505,552,0.312917074234832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,453,553,0.618157591530939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,453,554,0.494579705866001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,491,555,0.37297629450825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,487,556,0.73042219532869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,487,557,0.138330776014764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,529,558,0.606380678670854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,529,559,0.567796968203776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,528,560,0.635428633463839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,528,561,0.603809258051806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,536,562,0.504557371086631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,536,563,0.376114255247228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,479,564,0.503376023425558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,495,565,0.252215128444654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,495,566,0.15007472998265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,512,567,0.566423031586338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,512,568,0.413812860135111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,557,569,0.401454031623637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,557,570,0.3197586268898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,526,571,0.304826949511017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,530,572,0.0671719204465454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,544,573,0.464623195168444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,544,574,0.208636946999273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,517,575,0.154605789833934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,552,576,0.355427617484126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,552,577,0.264084605594934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,533,578,0.293511100027119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,537,579,0.331543444263695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,455,580,0.177166158931169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,572,581,0.274552931094362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,566,582,0.416416413124297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,542,583,0.173605522906826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,432,584,0.0340328272542245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,538,585,0.396076515321807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,497,586,0.146333077834919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,524,587,0.414243149789109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,524,588,0.321531670259066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,521,589,0.354442410208256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,555,590,0.280522395268705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,584,591,0.420418861001182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,584,592,0.343467942436956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,575,593,0.304691416160209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,515,594,0.145127556180087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,504,595,0.321278962107547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,565,596,0.15186280518884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,563,597,0.238153423758421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,580,598,0.170264982686244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,540,599,0.278150256368213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,570,600,0.245561672333068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,586,601,0.194639728815555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,571,602,0.0735370813492894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,532,603,0.263123040249945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,532,604,0.182070257952762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,577,605,0.0922067171062709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,402,606,0.140021950469365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,402,607,0.104003114531161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,549,608,0.303269669940795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,549,609,0.271811384402136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,551,610,0.240818583955016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,551,611,0.224869797222047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,522,612,0.0504597089036886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,547,613,0.144636516672141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,562,614,0.0923759024130909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,568,615,0.148465621639958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,579,616,0.189293260011571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,579,617,0.141645309496796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,498,618,0.120417044665754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,498,619,0.106062596647949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,607,620,0.071374036691228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,598,621,0.0663039648532255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,482,622,0.119755126631266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,482,623,0.102755365475644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,543,624,0.13107726845579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,606,625,0.106477373741131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,558,626,0.0257735835965727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,561,627,0.0336915465370115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,614,628,0.0748529142761179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,588,629,0.069737150129363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,621,630,0.146556429633015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,621,631,0.0282596656511664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,560,632,0.0441326605098792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,593,633,0.096491048075737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,627,634,0.0594768552426879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,525,635,0.121248984385412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,592,636,0.0417104484086266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,613,637,0.0389461680897507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,615,638,0.0747114314263515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,567,639,0.0304308013932093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,514,640,0.0388120690777679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,617,641,0.0968143927065596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,617,642,0.0661867190436073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,599,643,0.0658025958500861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,599,644,0.0395855956520539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,625,645,0.0332914459112365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,639,646,0.0681770124481879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,639,647,0.0259515402735459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
